nohup: ignoring input
100 1.2880113124847412 1.7701305317878724 15.32566213607788
200 1.2408524751663208 1.2446500313282014 26.16000533103943
300 1.1994699239730835 1.20410102725029 37.110267162323
400 1.1831852197647095 1.1776288044452667 47.97662377357483
500 1.1395716667175293 1.1531675052642822 59.740864276885986
600 1.1281778812408447 1.1273530995845795 71.68810939788818
700 1.0967363119125366 1.1073309755325318 82.7474262714386
800 1.0628513097763062 1.0868512427806853 93.72344517707825
900 1.0432606935501099 1.060204517841339 104.82857275009155
1000 1.0017852783203125 1.0266486990451813 116.28204274177551
1100 0.9414781928062439 0.9831818240880966 128.3759708404541
1200 0.9186159372329712 0.932042338848114 140.2637231349945
1300 0.8478896021842957 0.8681671452522278 152.25959372520447
1400 0.7588688731193542 0.8024281895160675 163.55068063735962
1500 0.7129122614860535 0.7333665657043457 175.31656193733215
1600 0.6542664170265198 0.6741958886384964 186.41825985908508
1700 0.5859496593475342 0.6181104564666748 197.85150241851807
1800 0.5564782023429871 0.5707603496313095 209.22262024879456
1900 0.5191041827201843 0.5306738296151161 220.33279967308044
2000 0.4757341146469116 0.49681351900100706 232.44582962989807
2100 0.4677063822746277 0.46926968842744826 243.789794921875
2200 0.44554755091667175 0.44748578399419786 255.0719814300537
2300 0.3987881541252136 0.4272182622551918 266.39208483695984
2400 0.4219687581062317 0.411614211499691 278.12810158729553
2500 0.3991760015487671 0.4020978006720543 289.70503544807434
2600 0.37613779306411743 0.3849112641811371 301.68725848197937
2700 0.38039857149124146 0.3783346036076546 312.7955996990204
2800 0.3535979092121124 0.36916919916868207 325.22545886039734
2900 0.35596200823783875 0.360411069393158 336.3600540161133
3000 0.3506467342376709 0.3523459979891777 347.8607232570648
3100 0.3496776223182678 0.3468241974711418 358.8428716659546
3200 0.3427320420742035 0.33944655805826185 370.0423517227173
3300 0.33578652143478394 0.33454801082611085 380.83153319358826
3400 0.32565152645111084 0.32981960266828536 391.90185546875
3500 0.3282027840614319 0.3256706485152245 402.64120292663574
3600 0.3079755902290344 0.3227372881770134 413.3925323486328
3700 0.314116895198822 0.31736605703830717 424.36901235580444
3800 0.30896201729774475 0.31443909674882886 435.3017506599426
3900 0.31105780601501465 0.3122464692592621 446.06278443336487
4000 0.30462780594825745 0.30901024281978606 456.7918598651886
4100 0.3029635548591614 0.3039655143022537 467.7128541469574
4200 0.30311286449432373 0.30248368471860887 478.5991621017456
4300 0.3084212839603424 0.30189858585596085 489.61998224258423
4400 0.30015814304351807 0.2973110637068748 500.4302668571472
4500 0.28854960203170776 0.295691491663456 511.7736201286316
4600 0.29887548089027405 0.2933846420049667 522.6186366081238
4700 0.2946197986602783 0.2913775771856308 534.2117648124695
4800 0.28902971744537354 0.290170855820179 547.3998601436615
4900 0.2931337058544159 0.2896447816491127 559.3365571498871
5000 0.28688696026802063 0.2876235091686249 570.2057657241821
5100 0.281817227602005 0.2840169170498848 581.09792137146
5200 0.2739158570766449 0.2829053965210915 591.9465696811676
5300 0.2761928141117096 0.28166217267513277 602.7667489051819
5400 0.2776744067668915 0.2798528158664703 613.8214678764343
5500 0.275010883808136 0.2780718812346458 624.6447632312775
5600 0.28696751594543457 0.2776628747582436 635.6151657104492
5700 0.2736244797706604 0.2773257678747177 649.7152736186981
5800 0.26868292689323425 0.27498041450977323 663.6851627826691
5900 0.27911052107810974 0.27448184639215467 679.3691401481628
6000 0.273560106754303 0.27283752232789993 693.2164351940155
6100 0.27090296149253845 0.27270869970321654 704.4036252498627
6200 0.28294119238853455 0.27304900556802747 715.2703173160553
6300 0.26904600858688354 0.2911089050769806 726.1917788982391
6400 0.2695687413215637 0.26804565578699113 737.3127808570862
6500 0.2612040638923645 0.26665315628051756 750.1408698558807
6600 0.2697126865386963 0.2646930468082428 761.7812900543213
6700 0.2601766884326935 0.2644465300440788 772.5495195388794
6800 0.26328781247138977 0.26346241891384126 783.7435467243195
6900 0.26078739762306213 0.26239180415868757 796.952410697937
7000 0.25940221548080444 0.26140362173318865 809.1584935188293
7100 0.26250094175338745 0.26258671075105666 820.4240953922272
7200 0.259982705116272 0.26069631084799766 831.4843759536743
7300 0.26422733068466187 0.2601718743145466 842.6354036331177
7400 0.2563289701938629 0.26004698529839515 854.4073996543884
7500 0.25553834438323975 0.2584818598628044 865.6020138263702
7600 0.2570539712905884 0.25922649934887887 876.6094052791595
7700 0.26458725333213806 0.257338512390852 887.7288408279419
7800 0.2506215274333954 0.26100612819194796 901.468022108078
7900 0.2547703683376312 0.2568286022543907 912.212144613266
8000 0.252787321805954 0.2546757510304451 923.1221745014191
8100 0.26281172037124634 0.2553683890402317 934.9030590057373
8200 0.2508864402770996 0.25420255661010743 946.2728908061981
8300 0.2508121728897095 0.25373581230640413 957.6733708381653
8400 0.2501184642314911 0.25376097470521924 968.717009305954
8500 0.2612520158290863 0.2531371270120144 979.647786617279
8600 0.2536521553993225 0.25244787365198135 990.9868245124817
8700 0.25010132789611816 0.25161617442965506 1002.6581401824951
8800 0.2515227198600769 0.25348025977611544 1013.8599302768707
8900 0.2517721951007843 0.25198170661926267 1024.713404417038
9000 0.25068050622940063 0.24986489072442056 1035.578845024109
9100 0.24391186237335205 0.24894555300474167 1046.3002870082855
9200 0.2495010942220688 0.24855189606547357 1056.9790699481964
