nohup: ignoring input
100 1.187153232574463 1.3487421053314212 13.570432662963867
200 1.1519807405471802 1.1561001902914045 28.534570693969727
300 1.091645544052124 1.105145548639297 42.3876371383667
400 1.040436990737915 1.0532826302814484 56.40255069732666
500 0.9444147129058837 0.9905375329399106 69.94805264472961
600 0.8833617963790894 0.9182852656888962 83.63924026489258
700 0.8118548731803894 0.8505415493917464 96.49093556404114
800 0.7539683613777161 0.7979338732433321 109.1202597618103
900 0.7302598495483399 0.7536437389564513 124.72609543800354
1000 0.7062861804962158 0.7175566627264024 137.30678033828735
1100 0.6581146106719971 0.6845670610952379 149.28647685050964
1200 0.6631629471778869 0.6623488767862317 161.39435029029846
1300 0.6451857318878174 0.6400209220075606 172.8558599948883
1400 0.6062132525444031 0.6230418052148817 184.04957127571106
1500 0.6072298846244812 0.6054959710931782 195.27493166923523
1600 0.5924912247657775 0.5927686650562287 206.49476552009583
1700 0.568537666797638 0.5819331234908103 217.6150507926941
1800 0.5716331186294555 0.5700602257561684 229.4451014995575
1900 0.5576562333106995 0.5599591979026795 241.0394582748413
2000 0.5351107187271118 0.5529691954135895 252.22532844543457
2100 0.5533844909667969 0.5445108472156525 263.4938848018646
2200 0.5359999647140503 0.5383650739955902 275.3386368751526
2300 0.5108825821876526 0.5306771225810053 286.39184951782227
2400 0.5410330474376679 0.5242716335988047 298.00583028793335
2500 0.5140305399894715 0.5207297392034532 309.05499172210693
2600 0.4972153401374817 0.5128342257261277 320.6895921230316
2700 0.5098599252700806 0.5101443188619615 332.2453329563141
2800 0.48946117067337036 0.5065860231447217 343.4350130558014
2900 0.5037557764053344 0.5027211811399461 354.49428844451904
3000 0.4969542376995087 0.49772570487499235 365.5857379436493
3100 0.49844587707519533 0.49386501055955895 376.73744440078735
3200 0.4974941592216492 0.4909105313158033 388.00763273239136
3300 0.4921072330474853 0.4864685288429261 399.260662317276
3400 0.4804738857746124 0.4829419848465921 410.30792760849
3500 0.4917038996219635 0.4817043106341362 421.3959164619446
3600 0.47219654393196103 0.4775101565885542 432.9067370891571
3700 0.47074074554443357 0.4745100329709053 444.1829309463501
3800 0.4700439188480377 0.4727375502204896 455.8963747024536
3900 0.4866777982711792 0.47094861460447307 467.54560589790344
4000 0.45601027846336367 0.46928520319461847 479.1879737377167
4100 0.46720857691764833 0.46511205803155903 490.588739156723
4200 0.46541762638092044 0.46285513162136105 502.48629117012024
4300 0.47481942439079283 0.4606267896986009 514.1489124298096
4400 0.4623709738254547 0.45875786872386926 525.5169610977173
4500 0.4524597668647766 0.4580276577949524 536.9025971889496
4600 0.4618202998638153 0.4557219763612747 548.7621700763702
4700 0.4618157980442047 0.45371877884149536 560.310320854187
4800 0.44360974287986754 0.4512521507930757 571.6441071033478
4900 0.4493091015815735 0.45171223843574526 583.6582400798798
5000 0.4514120690822601 0.44839604248285303 595.3835928440094
5100 0.44980587005615236 0.4456220281052591 606.8103609085083
5200 0.4256013355255127 0.44488776124238977 618.2799460887909
5300 0.43314979219436645 0.4431442922377586 629.610641002655
5400 0.4482845587730408 0.4424538335275649 641.0382826328278
5500 0.43805051684379576 0.4398792180752756 652.3827760219574
5600 0.4558844187259674 0.4410487664103506 663.5759665966034
5700 0.4375683565139771 0.4373613679265975 674.5663411617279
5800 0.42124172019958495 0.4357809769892693 685.5456399917603
5900 0.4494665789604187 0.43612776949405657 696.7296640872955
6000 0.4509441556930542 0.4346713265299796 707.8431737422943
6100 0.43043645095825195 0.4334591130113602 719.157772064209
6200 0.43843656849861146 0.43150053215742123 730.7996430397034
6300 0.44498049187660216 0.4317269589757919 742.3859431743622
6400 0.44229032325744627 0.4295396919250489 753.815126657486
6500 0.4212193417549133 0.4281865819954872 765.0682594776154
6600 0.43688302874565127 0.42719773244619397 776.3041086196899
6700 0.43152565097808837 0.4258520401453972 787.5486464500427
6800 0.41993090796470645 0.4237907310509682 798.6354460716248
6900 0.4197440626621246 0.4237509083247182 809.8403623104095
7000 0.4342073748111725 0.42315570136308656 821.3705623149872
7100 0.4206152403354645 0.4223562908339499 833.1635549068451
7200 0.4226803002357483 0.4209101883029938 844.2545766830444
7300 0.42295346641540527 0.4208986108589173 855.4273269176483
7400 0.417706871509552 0.4192519195413591 866.8618378639221
7500 0.4126660542488098 0.4181017695784567 878.4710783958435
7600 0.4087929067611694 0.4163869171571731 890.0571360588074
7700 0.428245623588562 0.4162678914046286 901.3308522701263
7800 0.39739117193222045 0.4152617772603035 912.7876291275024
7900 0.40833590817451476 0.41479629400253293 924.1288249492645
8000 0.4121034870147705 0.41252403534650806 935.3781175613403
8100 0.43135697627067565 0.4126536012148857 946.7418019771576
8200 0.40767506074905396 0.41069256193399417 958.1513900756836
8300 0.4180190646648407 0.4108020120143891 969.9500420093536
8400 0.4110862021446228 0.41191336053371436 981.2223155498505
8500 0.43370463395118714 0.4106941769361495 992.9837305545807
8600 0.4193418271541595 0.40839717732667913 1004.5947701931
8700 0.4085650689601898 0.4075645541214943 1016.3326642513275
8800 0.4117549862861633 0.40746963323593155 1027.496239900589
8900 0.4091471507549286 0.4065144520711901 1038.776839017868
9000 0.4026545333862305 0.4056481689429283 1050.2388198375702
9100 0.3975421404838562 0.40456847981452937 1061.592821598053
9200 0.40402193808555603 0.4045978903913498 1072.8969612121582
9300 0.3868803174495697 0.4034299446606635 1084.1811265945435
9400 0.4024976503849029 0.40296612656593306 1095.7488009929657
9500 0.4014824204444885 0.4032971776890754 1106.9027678966522
9600 0.3962627336978912 0.40141418295145037 1118.1217007637024
9700 0.40791987466812135 0.3998000892639159 1129.5058739185333
9800 0.3904597358703613 0.3996201993107794 1141.4192056655884
9900 0.39300215554237367 0.399438066318035 1152.7521359920502
10000 0.4019118478298187 0.3985199648046492 1164.637053012848
10100 0.3906969041824341 0.39786606218576426 1175.8667690753937
10200 0.39441275310516355 0.3975160577464105 1187.129061460495
10300 0.3936031503677368 0.39589989898204797 1198.511135339737
10400 0.40887151408195493 0.39482916570186594 1210.2132360935211
10500 0.39575614166259765 0.3959387325072289 1221.8009657859802
10600 0.3961719756126404 0.39466178211927405 1233.1316576004028
10700 0.40401532626152037 0.3945032007217407 1244.6624460220337
10800 0.38563452649116514 0.39480664097547524 1256.1441724300385
10900 0.3995995914936066 0.39268924875974653 1267.5872023105621
11000 0.4019056658744812 0.39295470312595343 1278.8993229866028
11100 0.3855111961364746 0.3926235241389275 1290.5202779769897
11200 0.3956831622123718 0.3916339663481711 1301.7771162986755
11300 0.3803723065853119 0.3913707842874528 1313.0263268947601
11400 0.39168897104263306 0.38998843398094174 1324.4605691432953
11500 0.380288161277771 0.3913114744710924 1335.6121768951416
11600 0.37985332250595094 0.3889013667893412 1347.2656366825104
11700 0.3865390000343323 0.38985572926521317 1358.41636967659
11800 0.39901662731170656 0.3898595951175691 1369.7845635414124
11900 0.3944669668674469 0.3889423798179624 1381.313194513321
12000 0.39019492506980896 0.3879797452473641 1392.8930485248566
12100 0.4021057949066162 0.3880817968058586 1404.2020432949066
